,name,alias,ra,dec,refs,discovery_date,hasPhot,hasSpec,json_path,z
122,ASASSN-20il,"['ASASSN-20il', 'AT 2020pom']",75d47m49.5s,-22d48m52.1s,['ASAS-SN Supernovae'],2020-07-08 04:19:12.000,False,False,/home/nfranz/radio-ecle/ecle-otter/ASASSN-20il.json,
123,J141036,['J141036'],212d39m12.15s,26d54m25s,"['2018arXiv180205105W', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G']",2009-04-24 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/J141036.json,0.1071
124,2023cvb,"['ATLAS23dht', 'ZTF23aadcbay', '2023cvb', 'AT2023cvb']",288d36m25.2108s,41d40m09.3036s,"['2023TNSAN.102....1Y', '2024MNRAS.527.2452M', '2023TNSTR.494....1T', '2023TNSCR.962....1Y']",60009.61634,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2023cvb.json,0.071
125,2020neh,"['2020neh', 'Gaia20cxg', 'PS20elo', 'ZTF20abgwfek', 'ATLAS20qkz', 'AT2020neh']",230d20m01.2355548s,14d04m10.5269304s,"['2022NatAs...6.1452A', '2024MNRAS.527.2452M', '2023ApJ...955L...6Y', '2020TNSTR1886....1N', '2020TNSCR2126....1D']",59019.25472,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2020neh.json,0.062
126,2019cho,"['2019cho', 'ZTF19aakiwze', 'AT2019cho']",193d47m18.1464s,49d31m09.9264s,"['2021ApJ...908....4V', '2024MNRAS.527.2452M', '2019TNSTR.444....1N']",58526.51965277778,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2019cho.json,0.193
127,XJ1500+0154,"['XJ1500+0154', '3XMM J150052.0+015452']",225d13m00s,1d54m52s,"['2017NatAs...1E..33L', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G']",,False,False,/home/nfranz/radio-ecle/ecle-otter/XJ1500+0154.json,0.145
128,2021zlg,"['Gaia21egv', '2021zlg', 'PS1-10adi']",310d41m11.1s,15d30m32.1s,"['2017arXiv171104577K', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G', '2021TNSTR3297....1H']",2010-01-01 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/PS1-10adi.json,0.203
129,PS1-13jw,['PS1-13jw'],131d13m23.4s,42d57m44.8s,"['2017arXiv171104577K', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G']",2013-01-01 00:00:00.000,False,False,/home/nfranz/radio-ecle/ecle-otter/PS1-13jw.json,0.345
130,LEDA 095953,['LEDA 095953'],206d52m34.95s,-32d54m50.63s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2011ApJ...737..103S', '2009A&A...495L...9C', '2017ApJ...835...64G']",,True,False,/home/nfranz/radio-ecle/ecle-otter/LEDA-095953.json,0.0366
131,2020abri,"['ATLAS20biig', 'ZTF20acvezvs', '2020abri', 'AT2020abri']",202d19m19.12728s,19d40m15.5082s,"['2022ApJ...925...67L', '2024MNRAS.527.2452M', '2020TNSTR3666....1F', '2023TNSCR2004....1Y']",59184.529050902776,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2020abri.json,0.178
132,PS1-11af,['PS1-11af'],149d21m42.3s,3d14m01s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2014ApJ...780...44C', '2013arXiv1309.3009C', '2011ApJ...737..103S', '2017ApJ...835...64G', '2000A&AS..143....9W', '2024MNRAS.527.2452M']",2010-12-30 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/PS1-11af.json,0.4046
133,iPTF-15af,['iPTF-15af'],132d07m02.052984s,22d03m33.4962216s,"['2019ApJ...873...92B', '2024MNRAS.527.2452M', '2017MNRAS.471.1694W']",,True,False,/home/nfranz/radio-ecle/ecle-otter/iPTF-15af.json,0.07897
134,3XMM J152130.7+074916,['3XMM J152130.7+074916'],230d22m41.25s,7d49m16.7s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2015ApJ...811...43L', '2011ApJ...737..103S', '2017ApJ...835...64G']",2000-08-23 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/3XMM-J152130.7+074916.json,0.17901
135,D1-9,"['GALEX-D1-9', 'D1-9']",36d19m14.52s,-4d32m58.92s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2011ApJ...737..103S', '2008ApJ...676..944G', '2017ApJ...835...64G', '2006ApJ...653L..25G', '2024MNRAS.527.2452M']",2004-08-12 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/D1-9.json,0.326
136,NGC 5905,['NGC 5905'],228d50m49.8s,55d31m01.59s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '1996A&A...309L..35B', '2017ApJ...835...64G']",1990-07-11 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/NGC-5905.json,0.01124
137,2018lna,"['2018lna', 'ZTF19aabbnzo', 'AT2018lna']",105d49m39.7344s,23d01m44.6988s,"['2021ApJ...908....4V', '2024MNRAS.527.2452M', '2023ApJ...957...86H', '2019TNSTR.250....1F', '2020TNSCR2246....1D']",58480.28498842593,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2018lna.json,0.091
138,NGC 3599,['NGC 3599'],168d51m44.25s,18d06m37.33s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2007A&A...462L..49E', '2017ApJ...835...64G']",2002-05-27 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/NGC-3599.json,0.002699
139,SDSSJ1342,"['SDSS_J1342', 'J134244', 'SDSSJ1342']",205d41m06.3s,5d30m56.14s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2012ApJ...749..115W', '2017ApJ...835...64G', '2018arXiv180205105W', '2011ApJ...737..103S', '2024arXiv240216951C', '15B-247', 'VLASS 1.2', 'VLASS 2.2', 'WISE', '2024MNRAS.528.7076C']",2009-05-17 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/SDSSJ1342.json,0.0366
140,2022agi,"['Gaia22ahd', '2022agi', 'SSS:010250.0-222157', 'CSS:010250.0-222157', 'F01004-2237']",15d42m30.105s,-22d21m57.22s,"['2017NatAs...1E..61T', '2016A&A...594A..13P', '2011ApJ...737..103S', 'MAST', '2017ApJ...835...64G', '2022TNSTR.188....1H']",2010-06-25 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/F01004-2237.json,0.117835
141,J091225,['J091225'],138d06m15.15s,6d10m14.8s,"['2018arXiv180205105W', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G']",2009-02-09 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/J091225.json,0.1453
142,SDSS_J1241,['SDSS_J1241'],190d23m33.8415s,44d26m39.2636s,"['2024arXiv240216951C', '15B-247', '17A-368', '17A-369', '17A-371', '17A-372', '17A-374', '17A-375', '17A-377', '17A-378', '19A-422', '20A-128', '21A-146', 'VLASS 1.2', 'VLASS 2.2', 'WISE', '2024MNRAS.528.7076C']",2004-02-27 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/SDSS_J1241.json,0.0419
143,SDSS_J0938,['SDSS_J0938'],144d30m24.564s,13d53m17.0423s,"['2024arXiv240216951C', '15B-247', '17A-368', 'VLASS 1.1', 'VLASS 2.1', 'VLASS 3.1', 'WISE', '2024MNRAS.528.7076C']",2006-12-23 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/SDSS_J0938.json,0.101
144,2021jjm,"['PS21fhy', 'ZTF21aauuybx', 'ATLAS21mwd', '2021jjm', 'AT2021jjm']",219d52m39.99s,-27d51m30.65688s,"['2022ApJ...925...67L', '2024MNRAS.527.2452M', '2021TNSTR1158....1M', '2021TNSCR1632....1Y']",59312.41996530093,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2021jjm.json,0.153
145,SDSS_J1715,['SDSS_J1715'],258d46m04.3395s,56d47m15.8404s,"['2024arXiv240216951C', 'VLASS 1.1', 'VLASS 2.1', 'VLASS 3.1', 'WISE']",2000-09-01 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/SDSS_J1715.json,0.191
146,2023rvb,"['ZTF23abaujuy', 'ATLAS23spi', '2023rvb', 'AT2023rvb']",290d18m08.23752s,-22d38m39.60132s,"['2023TNSAN.326....1H', '2024MNRAS.527.2452M', '2023TNSTR2204....1M', '2023TNSCR3112....1H']",60191.168287002314,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2023rvb.json,0.0815
147,SDSS_J1459,['SDSS_J1459'],224d51m31.014s,40d45m38.5508s,"['2024arXiv240216951C', 'VLASS 1.2', 'VLASS 2.2', 'WISE']",2004-05-21 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/SDSS_J1459.json,0.151
148,2021ack,"['ATLAS21blz', '2021ack', 'ZTF20acyydkh', 'AT2021ack']",208d17m29.8266s,9d44m25.34712s,"['2021TNSCR.732....1H', '2024MNRAS.527.2452M', '2021TNSTR.114....1T']",59226.62,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2021ack.json,0.133
149,AT2021acak,['AT2021acak'],158d41m59.85s,15d29m22.42s,"['2023RAA....23b5012L', 'VLASS 1.1', 'VLASS 2.1', 'VLASS 3.1', 'WISE']",2459510.12,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2021acak.json,0.136
150,2020riz,"['2020riz', 'PS20jop', 'ZTF20abrnwfc', 'AT2020riz']",32d37m41.3256s,9d04m26.7744s,"['2023ApJ...942....9H', '2024MNRAS.527.2452M', '2020TNSTR2500....1P']",59061.46774305555,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2020riz.json,0.434
151,2020ysg,"['ATLAS20bjqp', '2020ysg', 'ZTF20abnorit', 'PS21cru', 'AT2020ysg']",171d21m30.384s,27d26m26.1564s,"['2023ApJ...942....9H', '2024MNRAS.527.2452M', '2020TNSTR3332....1N']",59150.51602,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2020ysg.json,0.277
152,ASASSN-15lh,['ASASSN-15lh'],330d33m52.35s,-61d39m33.6s,"['2017ApJ...838..149A', '2016Sci...351..257D', '2016arXiv160902927L', '2016A&A...594A..13P', '2015arXiv150703010D', '2015ATel.7642....1N', '2014Ap&SS.354...89B', '2011ApJ...737..103S', 'ASAS-SN Supernovae', 'MAST', '2017ApJ...835...64G', '2012PASP..124..668Y', '2024MNRAS.527.2452M', '2018A&A...610A..14K']",2015-06-14 06:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/ASASSN-15lh.json,0.2326
153,2019mha,"['2019mha', 'ATLAS19qqu', 'ZTF19abhejal', 'AT2019mha']",244d06m56.7960408s,56d25m56.353224s,"['2021ApJ...908....4V', '2024MNRAS.527.2452M', '2019TNSTR1392....1T']",58694.32399305556,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2019mha.json,0.148
154,2019teq,"['ZTF19accmaxo', '2019teq', 'AT2019teq']",284d46m22.3788s,47d31m05.6136s,"['2023ApJ...942....9H', '2024MNRAS.527.2452M', '2019TNSTR2172....1N', '2020TNSCR2829....1H']",58776.11638888889,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2019teq.json,0.0874
155,2022lri,"['ATLAS22pnz', 'ZTF22abajudi', 'PS22hiq', '2022lri', 'AT2022lri']",35d02m00.1788s,-22d43m15.2472s,"['2022TNSAN.223....1Y', '2024MNRAS.527.2452M', '2022TNSTR1521....1T', '2022TNSCR3103....1Y']",59731.15674,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2022lri.json,0.0328
156,AT2018dyk,['AT2018dyk'],233d17m00.225s,44d32m08.2s,"['2018TNSTR.987....1F', 'VLASS 1.2', 'VLASS 2.2', 'WISE', '2018TNSCR1182....1H']",2458269.81,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2018dyk.json,0.037
157,SDSSJ1201,['SDSSJ1201'],180d24m00.45s,30d03m05.52s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2012A&A...541A.106S', '2017ApJ...835...64G']",2010-06-10 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/SDSSJ1201.json,0.146
158,2018fyk,"['2018fyk', 'ASASSN-18ul', 'Gaia18cyc', 'AT2018fyk']",342d34m01.3730556s,-44d51m53.50214628s,"['2019MNRAS.488.4816W', '2024MNRAS.527.2452M', '2020MNRAS.497L...1W', '2018TNSTR1325....1S', '2018TNSCR1397....1W']",58369.23,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2018fyk.json,0.059
159,ASASSN-14li,['ASASSN-14li'],192d03m48.3795s,17d46m26.475s,"['2016ApJ...819L..25A', '2016Sci...351...62V', '2016ApJ...832L..10R', '2018MNRAS.475.4011B', '2017ApJ...838..149A', '2016MNRAS.455.2918H', '2016arXiv160103331C', '2016A&A...594A..13P', '2015Natur.526..542M', '2015arXiv150701598H', '2014ATel.6777....1J', '2011ApJ...737..103S', 'ASAS-SN Supernovae', 'MAST', '2017ApJ...835...64G', '2012PASP..124..668Y', '2024MNRAS.527.2452M', '2017MNRAS.471.1694W']",2014-11-22 15:07:12.000,True,False,/home/nfranz/radio-ecle/ecle-otter/ASASSN-14li.json,0.0206
160,PGC 1185375,['PGC 1185375'],225d57m36s,1d07m37.2s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2015arXiv150506612H', '2011ApJ...737..103S', '2017ApJ...835...64G']",,True,False,/home/nfranz/radio-ecle/ecle-otter/PGC-1185375.json,0.00523
161,J123715,['J123715'],189d18m46.5s,60d12m07s,"['2018arXiv180205105W', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G']",2010-01-23 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/J123715.json,0.2164
162,D3-13,"['GALEX-D3-13', 'D3-13']",214d52m26.4s,52d52m06.24s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2011ApJ...737..103S', '2008ApJ...676..944G', '2006ApJ...653L..25G', '2017ApJ...835...64G', '2024MNRAS.527.2452M', '2017MNRAS.471.1694W']",2004-01-15 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/D3-13.json,0.3698
163,TDE1,"['SDSS-TDE1', 'TDE1']",355d30m21.09s,1d06m29.3s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2011ApJ...741...73V', '2011ApJ...737..103S', '2017ApJ...835...64G', '2000A&AS..143....9W', '2024MNRAS.527.2452M', '2017MNRAS.471.1694W']",2006-08-27 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/TDE1.json,0.136
164,PS1-12yp,"['PS1-12yp', 'CSS120301:133156+235405', 'SDSSJ133155']",202d58m58.65s,23d54m05.7s,"['2017ApJ...838..149A', '2016MNRAS.463..296L', '2011ApJ...737..103S', '2017ApJ...835...64G']",2012-03-01 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/PS1-12yp.json,
165,2021lo,"['ATLAS21dma', 'ZTF21aabiipy', '2021lo', 'AT2021lo']",46d06m35.0784s,4d44m44.43684s,"['2022TNSCR.620....1Y', '2024MNRAS.527.2452M', '2021TNSTR..54....1M']",59218.17627310185,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2021lo.json,0.152
166,2021uvz,"['ATLAS21bdzu', 'ZTF21abmwftm', '2021uvz', 'AT2021uvz']",263d12m37.82664s,33d01m58.1862s,"['2022TNSCR.925....1Y', '2024MNRAS.527.2452M', '2021TNSTR2682....1F']",59407.261,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2021uvz.json,0.176
167,AT2019ahk,['AT2019ahk'],105d02m50.8596s,-66d02m24.7704s,"['2019ApJ...883..111H', '2024MNRAS.527.2452M']",,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2019ahk.json,0.0262
168,SDSS_J0807,['SDSS_J0807'],121d51m49.7355s,14d05m37.0892s,"['2024arXiv240216951C', 'VLASS 1.1', 'VLASS 2.1', 'VLASS 3.1', 'WISE']",2005-11-08 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/SDSS_J0807.json,0.0738
169,AT2022fpx,['AT2022fpx'],232d45m55.47s,53d24m19.13s,"['2022TNSTR.836....1T', 'VLASS 1.1', 'VLASS 2.1', 'VLASS 3.1', 'WISE', '2022TNSCR1771....1P']",2459670.01981,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2022fpx.json,0.073
170,PTF09ge,"['PTF-09ge', 'PTF09ge', 'K0905-001']",224d15m46.5s,49d36m40.8s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2014ApJ...793...38A', '2011ApJ...737..103S', '2009PASP..121.1395L', 'MAST', '2017ApJ...835...64G', '2012PASP..124..668Y', '2000A&AS..143....9W', '2024MNRAS.527.2452M', '2017MNRAS.471.1694W']",2009-05-07 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/PTF09ge.json,0.064
171,2022hvp,"['2022hvp', 'Gaia22clk', 'ZTF22aagyuao', 'ATLAS22mlo', 'AT2022hvp']",148d41m18.6792s,55d26m25.4004s,"['2022TNSAN.106....1F', '2024MNRAS.527.2452M', '2022TNSTR1012....1M', '2022TNSCR1214....1F']",59688.28005790509,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2022hvp.json,0.112
172,PGC 1190358,['PGC 1190358'],226d22m08.4s,1d17m31.2s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2015arXiv150506612H', '2011ApJ...737..103S', '2017ApJ...835...64G']",,True,False,/home/nfranz/radio-ecle/ecle-otter/PGC-1190358.json,0.00766
173,2020opy,"['ZTF20abjwvae', 'PS20fxm', '2020opy', 'AT2020opy']",239d06m25.92s,23d22m21.15s,"['2023MNRAS.518..847G', '2023ApJ...942....9H', '2024MNRAS.527.2452M', '2020TNSTR2111....1M']",59038.23,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2020opy.json,0.159
174,2021gje,"['ATLAS21kpm', 'ZTF21aapvvtb', '2021gje', 'AT2021gje']",252d31m49.86768s,34d49m07.70988s,"['2021TNSCR1723....1H', '2024MNRAS.527.2452M', '2021TNSTR.815....1M', '2021TNSCR1722....1H', ' 2021TNSCR1723....1H']",59291.489282395836,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2021gje.json,0.358
175,ARP 299-B AT1,['ARP 299-B AT1'],172d07m44.8125s,58d33m40.783s,['2018Sci...361..482M'],53401.0,True,False,/home/nfranz/radio-ecle/ecle-otter/ARP-299-B-AT1.json,0.010411
176,Dougie,['Dougie'],182d11m58.05s,43d01m20.01s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2015ApJ...798...12V', '2014arXiv1410.6014V', '2011ApJ...737..103S', '2017ApJ...835...64G']",2009-01-17 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/Dougie.json,0.191
177,SDSSJ1311,['SDSSJ1311'],170d33m00s,-1d23m45.2s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2011ApJ...737..103S', '2010ApJ...722.1035M', '2017ApJ...835...64G']",2004-02-28 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/SDSSJ1311.json,0.18
178,2022rz,"['ZTF22aaaedas', '2022rz', 'ATLAS22bqy', 'AT2022rz']",234d29m24.05472s,56d16m17.82876s,"['2022TNSCR.891....1H', '2024MNRAS.527.2452M', '2022TNSTR.118....1T']",59592.602,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2022rz.json,0.107
179,J030257,['J030257'],45d44m17.1s,-8d29m42.9s,"['2018arXiv180205105W', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G']",2009-11-08 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/J030257.json,0.1056
180,RBS 1032,['RBS 1032'],176d51m42s,49d42m59s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2014ApJ...792L..29M', '2017ApJ...835...64G']",1990-11-05 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/RBS-1032.json,0.026
181,2020mbq,"['2020mbq', 'PS20grv', 'ATLAS20pfz', 'ZTF20abefeab', 'AT2020mbq']",235d03m48.9204s,25d00m04.8276s,"['2023ApJ...942....9H', '2024MNRAS.527.2452M', '2020TNSTR1723....1F']",59009.25196760417,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2020mbq.json,0.093
182,2020ocn,"['ZTF18aakelin', '2020ocn', 'AT2020ocn']",208d28m27.0160428s,53d59m49.7309352s,"['2023ApJ...942....9H', '2024MNRAS.527.2452M', '2023ApJ...957...86H', '2020TNSTR2059....1F']",58968.305,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2020ocn.json,0.07
183,AT2017gge,['AT2017gge'],245d08m44.85s,24d07m26.5s,"['2022MNRAS.517...76O', 'VLASS 1.1', 'VLASS 2.1', 'VLASS 3.1', 'WISE']",2457968.8499884,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2017gge.json,0.0665
184,2021ehb,"['ZTF21aanxhjv', 'ATLAS21jdy', '2021ehb', 'AT2021ehb']",46d56m57.39972s,40d18m40.44816s,"['2022ApJ...937....8Y', '2024MNRAS.527.2452M', '2022ApJ...925...67L', '2021TNSTR.651....1M', '2021TNSCR2295....1Y', ' 2022TNSCR2102....1Y']",59274.143090300924,True,False,/home/nfranz/radio-ecle/ecle-otter/AT2021ehb.json,0.017
185,J133737,['J133737'],204d24m16.95s,20d23m51.7s,"['2018arXiv180205105W', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G']",2009-04-12 00:00:00.000,True,False,/home/nfranz/radio-ecle/ecle-otter/J133737.json,0.0725
